,Ratings,sentiment,Reviews_fin
4041,4,1,"nothing, special, good, showoff"
4042,4,1,"new, matt, black, iphone, beauty, battery, life, better, predecessor, new, improved, camera, fast, cpu, cherry, top"
4043,4,1,"liked, product, doesnt, look, like, get, store"
4044,5,1,"nice, see, new, product, delivered, thanks, amazonyour, trust, level, increasing, day, day, keep, good, work"
4045,5,1,"good, product, using, past, two, month, problem, found, delivery, pckng, also, good"
4046,5,1,"nothing, say"
4047,5,1,"together, nice, product, except, space, issue, go, gb"
4048,4,1,"worried, would, lose, data, changing, phone, however, thanks, move, io, app, everything, smooth"
4049,5,1,good
4051,5,1,"intime, good, packing, new, piece, assembledimport, date, latest, old, piece"
4053,5,1,"awesome, phonejust, loved, itthnx, amazon, amazing, offer"
4055,4,1,"got, money, need, stay, away, laptop, device, help, fyi, also, search, handoff, might, find, something, helpful"
4056,5,1,"genuine, iphone, got, k, deal, go, really, want, proud, owner"
4057,5,1,"awesome, one, go, buy"
4059,5,1,"awesome, phone, prompt, delivery"
4060,4,1,"awesome, phone"
4061,5,1,"good, product"
4063,4,1,"defective, product, received, issue, sound, quality, calling, someone"
4064,5,1,"start, productproduct, perfect, doubt"
4065,5,1,"thought, would, regret, buying, x, phone, insanely, fast, lag, problem, whatsoever, know, rock, upcoming, io, flawlessly, love"
4066,5,1,"good, got, original, genuine, phone"
4067,5,1,"apart, batteryother, thing, goodbut, adapter, workingthere, option, return, went, icare, given, repairwaiting, reply"
4068,4,1,"original, product, excellent, good, price, delivered, promised, time"
4069,5,1,"first, iphone, seems, great"
4071,4,1,super
4072,4,1,"satisfied, product, time, delivery"
4073,5,1,"ok, product"
4075,5,1,"nothing, add, product"
4076,5,1,"bought, gift, working, good, far"
4077,5,1,"first, iphoneonly, one, con, headphone, connectivity, provided, charging, port, regular, headphone, jack, available"
4078,5,1,"battery, problem"
4079,5,1,none
4081,5,1,"must, buy, thank, amazon"
4083,5,1,"heating, bit, took, service, center, updated, sw, heating, problem, since"
4084,5,1,"ordered, friend, worth, price"
4085,5,1,"good, buy, iphone"
4087,5,1,"didnt, receive, connector, box"
4089,5,1,wonderful
4091,5,1,buy
4093,5,1,"happy, expectation, higher"
4094,5,1,"comment, apple, product"
4095,4,1,"using, iphones, since, another, level, term, performance, ui, great, purchase"
4097,5,1,"nice, handling, user, friendly"
4099,5,1,"great, phone, overpriced"
4100,5,1,good
4101,5,1,"good, product"
4103,5,1,"first, iphone, got, amazon, great, price, good, product, till, issue, using, one, month, worth, buy"
4104,5,1,"nice, product"
4105,5,1,"love, phone, better, phone, world"
4108,5,1,"good, phone, value, money, told, year, us"
4109,5,1,"phone, good, nice, feature"
4111,5,1,super
4112,5,1,like
4115,4,1,"great, product"
4116,5,1,"must, buy"
4117,4,1,"comment, item, meet, expectation"
4118,5,1,"lovey, mobile, smooth, feather"
4119,5,1,good
4120,5,1,"amazing, purchase, quality, product"
4121,5,1,"phone, original, love, phone"
4124,4,1,"happy, product"
4125,4,1,"great, product, good, price"
4128,5,1,"good, phone"
4129,5,1,"awesome, phone"
4130,5,1,"nice, phone, loving, phone, delivery, really, quick, one, thanks, amazon"
4131,5,1,"audio, problem"
4132,5,1,"delivered, shown, working, satisfactorily"
4133,5,1,muuunah
4139,5,1,"amazing, expected"
4140,4,1,"superb, apple"
4141,5,1,"working, fine, black, preferred"
4142,4,1,"good, product, per, describe"
4143,5,1,"naam, hi, kafi, hai, bought, sale, got, awesome, deal, k"
4145,5,1,"awesome, phone, go, grab, get, deal"
4147,4,1,"awesum, phone"
4148,5,1,"sema, worthy, phone"
4149,5,1,"genuine, phone"
4150,5,1,"good, camera, quality"
4153,5,1,"simply, superb, phone, happies"
4154,5,1,"much, satisfied"
4156,5,1,"nice, phone, work, well"
4157,5,1,"good, phone"
4161,4,1,"nice, product, service"
4162,5,1,"quick, delivery, amidst, bad, weatherloved, gold, colour"
4166,4,1,"good, phone"
4168,4,1,"amazing, phonethanks, amazon"
4169,5,1,"like, everything"
4172,4,1,"good, service, mobile"
4173,5,1,love
4174,4,1,"lovely, phone"
4175,4,1,"return, phone, turning, wtf"
4176,5,1,nice
4178,5,1,"good, quality, product"
4179,5,1,"everything, fantastic"
4180,5,1,"android, apple, nowits, really, good"
4181,5,1,excellent
4183,4,1,"best, product, best, price"
4185,5,1,"amazing, using"
4186,5,1,love
4188,5,1,"excellent, phone, thanks, amazon"
4190,5,1,good
4191,4,1,"need, say, anything, awesome"
4192,5,1,"good, phone"
4193,5,1,"got, good, rate, perfect, new, box, piece"
4195,4,1,"great, product"
4196,5,1,"ear, pod, lightning, connector, wired"
4198,4,1,amazing
4200,4,1,"yes, nice, genuine, phone, good, receipt, phone"
4201,4,1,wonderful
4204,5,1,"missing, ipod, inside"
4205,5,1,"nice, product, life, brand"
4207,4,1,amazing
4208,5,1,"quick, delivery, expected, product, sealed"
4209,5,1,loved
4211,5,1,"purchase, awesome"
4213,5,1,"good, phone"
4214,4,1,"device, getting, heated"
4217,5,1,"using, week, loving, far, usually, stretch, phone, performance, playing, heavy, duty, game, installing, lot, apps, frequently, app, switching, phone, keeping, well, far, switching, android, take, time, get, used, phone, performance, camera, quality, superb, battery, life, last, longer, nexus, x, sceptical, gb, ram, hasnt, disappointed, far, pretty, happy"
4219,4,1,"apple, iphone, black, step, ahead, previous, iphones, previously, used, iphone, one, lot, many, new, feature, like, touch, force, touch, live, photo, phone, lot, faster, new, io, work, swift, fast, suitable, amazon, offered, great, deal, phone, diwali, got, amazon, delivery, straight, phone, seal, packed, retains, apple, year, warranty, matte, black, great, colour, relatively, harder, scratch, jet, black, version, one, subtle, look, unexagerated, unboastful, appearancefor, new, iphone, user, competitive, price, start, iphone, experience, apple, make, simplistic, design, clear, philosophy, phone, allow, much, customisability, option, contentgreat, deal, made, diwali, happy, oneproduct, quality, price, value, soothsayer"
4220,4,1,"iphone, iphoneworlds, best, phoneprior, iphone, using, xiaomi, mi, spec, wise, mi, better, spec, compared, iphone, like, mp, camera, full, hd, screen, light, weight, spec, marketing, gimmick, cheap, android, phone, manufacturer, doesnt, know, built, quality, product, one, thing, learned, spec, doesnt, always, matter, hardware, software, integration, matter, good, screen, quality, even, though, mi, full, hd, ip, screen, iphones, screen, far, better, number, doesnt, matter, camera, iphones, mp, rear, camera, far, better, android, phone, mi, mp, camera, doest, match, half, quality, iphones, processor, iphones, fusion, processor, fastest, processor, worldand, sinc, designed, apple, better, integration, use, processor, iphone, term, speed, responsiveness, match, qualcomn, snapdragon, soc, hardware, software, integration, since, apple, control, hardware, software, iphone, gb, ram, lag, even, using, apps, simultaneously, mi, gb, ram, still, get, slow, hang, many, time"
4221,5,1,"got, iphone, black, gb, k, cost, k, imagine, store, read, many, positive, well, negative, review, buying, online, confused, whether, getting, fresh, sealpacked, iphone, made, indian, market, something, imported, abroad, something, defective, another, option, get, gulf, country, would, cost, around, k, wont, accepted, indian, apple, customer, service, free, repairing, warrantyfinally, decided, buy, online, dont, regret, got, original, product, running, smoothly, wo, issue, go, seller, buying, iphone"
4222,5,1,"apple, another, elegantly, designed, master, piece, apple, benchmark, performance, aspect, camera, sound, display, user, interface, performance, touch, screen, fingerprint, sensor, apps, design, dimension, optimization, importantly, reliability, even, year, use, fully, loaded, apps, performance, extremely, fluid, always, apple, gadget, hardware, software, integration, highly, optimized, reliable"
4223,5,1,"iphone, always, iphone, original, genuine, product, also, certified, apple, love, thanks, amazon, first, iphone, really, intelligent, device, recommend, want, really, buy, smart, inteligent, phone, really, worth, buy, try, use, love, personal, experience"
4224,5,1,"nothing, sayapple, applei, existing, samsung, note, user, using, android, many, year, specifically, samsung, phonesit, take, time, get, familiar, applebut, say, overall, thing, overall, build, quality, good, feel, premium, handinstalled, io, updategold, feel, good, hand, men, per, mesmooth, fluid, io, uirear, n, front, cam, goodas, new, new, time, understand, overall, phone, feature, find, consmust, buy, per, mebuy, leather, back, cover, tempered, glass, fromamazon, protect, device"
4226,4,1,"little, difficult, migrate, o, based, mobile, used, lumia, phone, many, year, migrated, android, last, year, thanks, redmi, revolution, india, bought, prime, last, year, last, month, issue, didnt, work, amazon, big, billion, day, started, exactly, time, thank, god, able, grab, offer, thats, became, iphone, user, iphone, hand, amazing, transition, experience, till, date, struggling, bit, get, used, hope, last, ling, time, like, earlier, nokia, lumia, thanks, apple, hope, bonding, year, ahead"
4229,5,1,"iphone, period, new, piece, activated, previously, got, cloud, tail, felt, secure"
4231,5,1,"rear, camera, iphone, showing, black, shade, centimetre, diameter, capturing, photo, videosnever, expected, apple, switching, brand, year, apple, uservery, disappointed, apple"
4234,5,1,"whole, body, heated, charging, operation, defective, mobile, sent, mentioned, order, may, return, th, october, opt, return, due, heating, problem, getting, message, go, technical, support, phone, centre, discrepancy, therewhy, taking, back, defective, mobilewhen, mobile, defective, take, back, specifically, mentioned, return, acceptable, october"
4241,5,1,loved
4246,5,1,"iphone, mm, headphone, jack, adapter, ear, pod, lightning, connector, missing, boxthe, phone, catalogue, say, includes, phone"
4248,5,1,iphone
4250,5,1,"disaster, phone, damaged, nightmare, get, replaced, horrible, experience, amazon"
4253,5,1,"apple, bestand, iphone, wait, good, offer, buy, much, iphones, camera, need, explore, learn"
4255,5,1,"good, product"
4256,5,1,"got, phone, st, sept, till, date, till, date, absolutely, amazing, product, full, paisa, vasul, item, got, time, passing, loving"
4257,5,1,"best, small, phone, money, buy"
4260,4,1,best
4261,5,1,"extra, review, needed, apple"
4262,5,1,awesome
4264,4,1,star
4265,5,1,"good, price, good, product"
4267,4,1,"perfect, apple, productsbut, removal, audio, jack, model, cause, bit, inconvenience"
4269,5,1,"great, phone, expensive, screen, damaged, month"
4271,5,1,"loved, thank, much, amazon, speed, halty, delivery"
4272,5,1,"disappointment, inability, io, device, taking, whatsapp, chat, history"
4273,5,1,"awesome, phone, got, low, price, discount, express, delivery"
4277,5,1,"product, good, amazon, delivery, dam, good"
4279,5,1,"simply, awsome, took, wife, n, love"
4282,5,1,"nice, product, get, time, must, buy, amazon"
4284,4,1,"nice, always"
4286,5,1,"received, genuine, product"
4287,5,1,"satisfied, product, delivery"
4289,5,1,"excellent, phone"
4292,4,1,"excellent, device, delivered, perfect, order, within, hour"
4294,4,1,"recieved, defected, product, speaker, dont, work, cant, hear, person, end"
4295,5,1,awesoe
4301,5,1,"missing, mm, audio, jack, vey, sturdy, good, looking"
4304,4,1,super
4305,5,1,"nice, fastest, phone, ever"
4306,5,1,good
4308,5,1,love
4310,4,1,"phone, hitting, lot"
4313,5,1,love
4315,5,1,"great, product"
4316,5,1,"gud, deal"
4317,5,1,"nice, delivery, new, phone"
4319,5,1,"overpriced, overrated"
4321,5,1,"placed, order, late, night, pm, got, delivered, amazingly, fast, phone, came, nice, packaging, working, great, phone, came, io, box, update, available"
4323,5,1,"iphone, best, device, therea, inch, device, premium, build, quality, buttery, smooth, performance, best, camera, ever, made, compared, googlepixel, though, look, similar, iphone, believe, much, better, even, pixel, iphone, iphone, lot, better, color, representation, let, devide, revies, pro, consprosrunning, latest, version, io, io, beta, run, buttery, smooth, without, lag, without, effort, defeat, pixeld, touch, add, many, functionality, accesing, mobile, data, home, screen, even, aluminium, metal, back, heating, issuesmilitary, grade, build, qualitysound, output, sterio, speaker, excellent, headphone, best, marketeven, pixel, trust, display, excellentantenna, band, perfectly, blended, bodycellular, call, quality, excellent, loss, music, quality, lightening, connector, mm, adaptercamera, electronic, image, stabilization, awesome, wordsthe, best, marketconsbattery, mah, pretty, average, fast, charging, take, hour, charging, battery, come, almost, dayno, mm, pin, phonea, dongle, provided, box, regular, mm, headphone, lost, cost, u, like, like, review, please, give, thumb"
4324,5,1,"value, moneythe, product, expected, battery, life, good, one, day, compete, usage, g, still, left, around, battery, overall, great, product, purchased, day, prior, review"
4325,5,1,"hardcore, android, fan, made, move, iphone, move, smooth, fast, o, always, latest, versionthe, o, optimised, beyond, belief, close, month, response, time, ridiculous, even, lower, spec, iphone, delivers, experience, unlike, quality, appsnot, one, app, crashed, app, extremely, responsive, change, physical, button, touch, made, customisations, absolutely, amazing, securityit, secure, operating, system, period, app, read, message, request, make, call, behalf, long, run, definitely, closed, environment, work, perfectly, meelephant, room, jack, well, yes, impacted, already, bluetooth, headphone, discharged, apple, headphone, provided, phonebattery, get, day, easily, hour, screen, time, moto, x, pure, never, gave, hour, sot, also, low, power, mode, absolute, beastthings, took, getting, used, tocould, help, added, smart, shortcut, able, see, wifi, connected, via, one, swipe, long, press, shortcut, launch, setting"
4327,5,1,"got, used, product, received, phone, many, contact, already, savedbe, careful, friend"
4328,5,1,"awesome, apple, perfectly, manufactured, hat, offf, amazon, safe, product, satisfied, purchase, delivery, option"
4329,5,1,"week, phone, cold, dead, cannot, even, power, phone, matter, try, finally, take, phone, apple, care, centre, two, week, even, justify, top, band, like, apple, perhaps, buy, apple, product, anymore, india"
4330,4,1,"first, time, buying, iphone, say, buy, best, experience, ever, love, matte, black, glad, choose, color, silver, iphone, buying, first, time, suggest, iphone, bestits, simply, awesome"
4331,5,1,"product, genuine, iphone, great, got, excellent, price, r, amazon, never, disappoints"
4336,5,1,"using, apple, product, past, year, never, really, though, buying, another, android, phone, available, day, marketthe, problem, battery, life, expend, memory, never, hang, like, phone, matter, much, use, many, yearsno, phone, better, iphonetotally, satisfied"
4337,5,1,"iphone, launched, back, instant, hit, launched, similar, iphones, also, similar, iphones, well, phone, aged, compared, flagship, released, time, iphone, better, performance, even, held, value, well, ton, competition, iphone, stand, first, thing, first, youre, adamant, getting, iphone, dont, consider, iphone, oneplus, one, phone, bought, similar, price, point, better, almost, every, wayif, buy, iphone, price, point, iphone, still, solid, device, decent, display, decent, performance, still, get, software, update, next, year, good, resale, value, good, bragging, value, compact, size, secure, software, experience, good, cameraall, get, benefit, io, eco, system, whole, buy, iphone, component, phone, today, call, great, mind, blowing, someone, looking, compact, well, rounded, smartphone, year, usable, life, left, would, whole, heartedly, recommend, iphone, however, price, closer, r, k, segment, phone, would, absolutely, killer"
4340,5,1,"ok, product"
4344,5,1,"iphone, plus, deeply, unusual, device, full, aggressive, break, convention, wrapped, case, look, almost, exactly, like, two, direct, predecessor, even, continuity, design, break, convention, almost, decade, apple, steady, twoyear, iphone, update, pattern, merely, retaining, design, third, straight, year, play, expectationsinside, case, everything, else, iphone, decisive, statement, future, dual, camera, iphone, plus, promise, usher, new, era, mobile, photography, iconic, iphone, home, button, longer, physical, button, instead, sophisticated, ballet, pressure, sensor, haptic, vibration, motor, simulate, feel, button, new, fusion, processor, blend, two, highpower, core, rival, laptop, performance, two, lowpower, core, combine, much, larger, battery, extend, run, time, two, hoursand, yes, apple, removed, headphone, jackremoving, headphone, jack, act, pure, confidence, apple, company, tech, set, sea, change, industry, aggressively, dropping, various, technology, product, floppy, drive, optical, drive, proprietary, pin, ipod, connector, flash, even, usb, apple, decides, time, move, massive, installed, base, customer, love, trust, company, make, happen, decided, yikes, headphone, jack, overafter, using, iphone, plus, week, clear, apple, forceful, considered, opinion, next, generation, phone, fit, life, also, clear, iphone, transitional, step, vision, future, complete, expression, question, wouldbe, upgraders, simple"
4345,5,1,"nice, phone"
4346,5,1,"excellent, seller, recommend"
4347,5,1,"big, bezel, unacceptable, good, iphone, provide, least, mid, range, choice, super, brittleit, latest, tech, apple, gb, base, k, phone, apple, atrocity, phone, rightly, place"
4349,5,1,"dear, friendsapple, iphone, undoubtedly, overrated, phone, lesser, feature, reputed, brand, available, rd, pricewe, use, phone, maximum, year, whats, point, buying, overpriced, iphone, reputed, brand, phone, much, better, feature, available, lesser, price, durability, like, iphoneits, hype, create, releasing, new, model, iphone, month, manipulate, tempt, foolish, people, buy, new, model, wasting, money, exchanging, previous, model, iphone, le, pricefoolish, people, making, clever, company, rich, without, thinking, real, plan, apple, marketing, gimmick, nothing, special, quality, highly, pricedplease, think, well, spending, hard, earned, money, iphone, donate, extra, money, spend, needy, people, instead, wasting, paying, rich, company, like, apple"
4351,5,1,"actually, feel, like, spending, k, something, seriously, wrong, almost, year, since, release, dont, buy"
4352,5,1,"iphone, name, stylish, thats, main, base, battery, backup, give, k, much, battery, backup, compare, lakh, phone, phone, best"
4355,5,1,"let, one, say, apple, product, hang, frequently, feel, fragile, also, anyone, switching, android, io, using, move, io, app, please, keep, android, phone, flight, mode, transfer, data, dumb, move, io, phone, app, tell, found, random, blog, till, time, new, phone, cupboard"
4356,5,1,"purchased, iphone, gb, within, day, usb, cable, work, properly, go, service, centre, told, cannot, change, damage, piece, gouranty"
4358,5,1,"trust, ever, thought, iphone, ever, used, thick, piece, metal, android, phone, didexcept, coursebut, redefines, mobile, make, u, happyit, give, u, much, want, every, possible, way, punchy, display, clever, crisp, audio, processor, intelligent, o, go, toe, toe, android, day, splendid, fingerprint, reader, awesome, cameraboth, front, back, size, might, one, wrong, end, people, trust, strike, powerful, blow, top, android, phonesamsung, prince, phone, iphone, current, customization, definitely, kingwell, iphone, plus, king, king, point, including, thatcons, include, restriction, using, either, charger, music, cable, one, point, time, easily, come, using, bluetooth, headphonesthe, one, coming, samsung, flagship, definitely, feel, little, bit, let, iphones, display, beginning"
4360,4,1,"bought, iphone, amazon, last, week, amazing, phone, im, rough, user, battery, coming, whole, day, till, night, pm, camera, quality, amazing, superb, premium, finishing, style, im, fully, satisfied, phone, bought, k"
4361,5,1,"good, productyou, go, alsoi, happy, bought, product, amazinggo"
4363,4,1,"superb, device, good, camera, touch, pretty, awesome"
4364,5,1,"apple, aspirant, second, iphonedont, delay, grab, amazing, dealits, best, handy, piece, phone"
4365,4,1,"delevered, time, good, riview, using, properly"
4366,4,1,iphone
4368,4,1,"worth, much, money, screen, small, battery, pathetic, recommended"
4369,4,1,"ive, upgraded, iphone, pro, max, regret, missing, slim, beautiful, iphone"
4370,5,1,"good, phone"
4372,5,1,"nice, product, update, io, little, bit, hanging, beimg, experiencedbut, rear, camera, good, one, shoot, photo, like, plusi, think, apple, change, building, layout, produce, different, varients, product, specificatrionsbut, overall, love, itthe, battery, expectationrather, thing, excellent"
4373,5,1,"perfect, happy, purchase"
4376,5,1,"plea, buy, apple, black, mobile, problem, colour, using, product, since, month, white, spot, coming, back, side, phone, report, apple, help, month, face, problem, black, colour, dont, waste, money, apple"
4378,4,1,"bad, screen, sharp, full, hd, screen, cheaper, android, screen, better, amazon, reduced, product, price, day, r"
4379,4,1,"iphone, really, nice, liked, deal, packed, exactly, new, also, liked, external, packing, defect, using, last, month, didnt, face, issuechallenge, thank, nice, deal"
4381,4,1,"purchased, deal, great, phone, fast, take, wonderful, picture, io, little, slower, though, compared, io, hopefully, future, upgrade, fix, battery, generally, last, till, end, day, jet, black, version, look, great, need, case, prone, scratch, good, buy"
4382,4,1,"phone, nice, work, efficiently, touch, fluid, android, user, since, long, really, find, good, handy, look, classy, elegant, camera, good, using, phone, since, month, never, got, stuck, hanged"
4385,5,1,"user, friendly"
4388,5,1,"using, device, month, ben, awesome, love, fluidic, software, experience"
4390,4,1,worth
4391,4,1,"love, quick, delivery, box, looking, old, dusty, thankfully, product, inside, good, working, fine"
4392,5,1,"turning, month, purchase, buy"
4394,5,1,"purchased, model, apple, store, totally, satisfied, device, performance, feature, within, day, tested, water, test, dropped, phone, swimming, pool, min, nothing, happens, device, oh, gosh, crossed, finger, time, purchased, device, amazon, bcoz, one, reason, cant, risk, huge, money, may, device, defective, may, get, soap, bar, brick, dont, want, regret, last, mental, peace, purchased, apple, store, got, device, round, k, month, cant, find, lag, consno, heating, lagging, issue, chinese, crap, like, xiaomilenovo, etcplayed, heavy, game, lag, even, opened, web, page, safari, reloading, even, switch, restart, device, previous, opened, app, cleared, background"
4396,5,1,"dont, wast, hard, money, instead, invest, mutual, fund, share"
4397,5,1,"apple, unbeatable"
4399,5,1,"one, best, phone, simple, design, easy, use, o, powerful, stereo, speaker, good, camera, mark, battery, big, price, taggood, office, work, someone, dosent, need, access, thousand, useless, apps, gamesit, get, work, done, wihout, ay, lagand, needle, say, look, beautiful"
4401,5,1,"awesome, phone"
4402,5,1,"hearing, issue"
4403,5,1,"need, think, buying, expensive, mobile, online, since, ecommerce, portal, provide, option, purchase, theft, insurance, additional, warranty, leaving, buyer, lurch, case, unfortunate, theft, check"
4404,4,1,"product, mark, work, expected"
4405,5,1,"iphone, would, expectan, awesome, camera, outstanding, camera, till, datebyt, people, seriously, looking, iphone, buy, wait, whileapple, launching, iphone, monthif, would, wait"
4406,4,1,excellent
4407,5,1,"nice, phone"
4408,4,1,"iphone, superb, phone, must, buy, say"
4409,5,1,"one, come, io, upgrade, upto, io, ghz, quadcore, processor, doesnt, lag, multy, tasking, also, come, wonderful, camera, phone, good, display"
4412,5,1,"best, phone, ever, smooth, game, playing, flawless, camera, best, first, iphone, n, glad, dat, dnt, choose, samsung"
4413,5,1,"waste, money, pricethere, better, phone, available, half, price"
4414,5,1,"using, iphone, currently, always, iphone, userthen, definitely, already, going, buy, thisbut, many, great, phone, skip, one, go, better, one"
4417,5,1,"apple, india, worse, average, chinese, mobile, brandif, work, may, go, year, chance, may, need, assistance, reason, customer, service, catchthey, bad, get, talk, replacing, phone, every, small, reason, many, clause, warrantyi, went, fix, one, minor, issue, took, phone, returned, two, issue, asked, replace, paying, got, work, getting, fixed, realising, issue, sim, getting, stuck, would, paid, nothing, listened, themnever, buy, apple, product, india, big, risk, despite, paying, hefty, priceregarding, customer, service, dont, believe, go, local, mobile, repair, shop, ask, laugh, tell, replacement, centre, service, centre"
4418,5,1,"whats, box, iphone, lightning, earpods, lightning, mm, jack, convertor, lightning, usb, cable, power, adapter, sim, ejector, pinpackaging, always, neat, superiorthe, phone, feel, great, personally, chose, iphone, size, moving, iphone, absolutely, downer, term, size, size, suited, well, specification, wise, still, exploring, whats, evidently, different, home, button, number, pressure, press, feel, quite, weird, chose, number, option, yes, course, noaudio, jack, receive, wired, earphone, better, known, lightning, compatible, earphone, end, wired, earphone, connect, slot, lightning, connecto"
4419,5,1,"superb, phone, nothing, needed, review, name, self, sufficient"
4420,5,1,"best, phone, beast"
4421,5,1,"bought, iphone, gb, matte, black, th, oct, day, phone, launched, india, using, since, almost, month, bought, directly, apple, store, truly, would, say, amazing, device, review, great, display, color, gamut, previous, version, great, stereo, speaker, speaker, one, head, another, bottom, antenna, band, visible, bare, eye, unless, minutely, see, design, back, side, look, really, clean, sturdy, home, button, longer, physical, button, give, haptik, feedback, whenever, give, amount, pressure, amount, pressure, apply, decides, function, would, invoke, isight, camera, ois, flickering, even, shooting, running, touchid, much, faster, take, bare, minimum, create, touchid, full, charge, battery, heavy, usage, last, day, moderate, user, last, even, surprisingly, take, hour, charge, matte, finishing, back, side, much, smoother, silkier, believe, go, matte, black, planning, buy, jet, black, version, heck, fingerprint, magnet, take, scratch, even, nail, touch, back, side, going, jet, black, version, please, buy, leather, back, cover, open, plastic, seal, phone, apple, say, phone, splash, resistant, seen, many, vlogs, phone, actually, water, resistant, upto, metre, conversion, mm, jack, reversible, connector, improved, music, quality, even, moreone, important, thing, would, say, every, apple, user, please, buy, apple, product, directly, apple, authorized, seller, resellers, buy, reliance, digital, ezone, apple, store, dont, buy, apple, product, online, portal, none, authorized, apple, anything, get, damaged, apple, device, apple, service, center, doesnt, accept, product, happened, many, people"
4426,5,1,"good, phone"
4427,5,1,"came, phone, selling, google, pixel, xl, great, phone, wanted, see, fuss, io, apple, better, app, ecosystem, main, comparison, phone, remain, pixelpositives, first, top, class, build, quality, phone, look, solid, feel, solid, finishing, product, top, notch, taptic, engine, vibration, motor, phone, hugely, important, thing, phone, best, vibration, ever, experienced, android, flagship, phone, used, anywhere, near, intensity, quality, reminds, olden, day, nokia, phone, huge, vibration, motor, inside, great, job, hand, camera, good, low, light, especially, noise, kept, well, control, overall, camera, cant, beat, pixel, cant, beat, lot, phone, anyway, good, camera, especially, someone, used, use, dlsrs, long, time, appreciate, natural, le, saturated, output, video, quality, tremendously, goodthough, front, camera, awful, almost, never, use, coming, pixel, felt, like, vga, front, camera, fingerprint, reader, best, position, front, work, every, time, smoothness, well, smoothness, good, definitely, much, le, frame, drop, overall, across, ui, pixel, extent, could, make, significant, difference, anyway, ram, management, excellent, phone, gig, ram, well, laugh, android, pixel, reloaded, apps, double, ram, thing, apps, memory, battery, life, good, tiny, sized, battery, getting, hour, sot, hour, standby, time, raw, speed, needle, say, anything, chipset, chew, graphically, demanding, game, apps, like, nothing, simply, android, phone, come, anywhere, closenow, negative, outdo, positive, usage, impractical, unintuitive, o, ever, experienced, scrolling, mechanism, stupid, cant, scroll, fast, stuck, point, get, tired, miss, touch, process, waste, time, free, flow, scrolling, lifethen, system, wide, back, option, drive, bonkers, coming, android, every, app, different, apps, gesture, support, left, right, go, back, previous, screen, still, nowhere, near, fast, simply, hitting, back, button, apps, simply, gesture, support, like, paytm, example, back, button, located, top, left, corner, cant, reach, one, hand, using, smaller, version, phone, touch, home, button, twice, activate, reduced, sized, display, current, screen, go, away, soon, something, requires, move, another, screen, ridiculous, beyond, explanationalso, share, option, apps, like, snapseed, drive, google, photo, directly, native, photo, app, another, time, wasting, thingthere, support, native, dialler, rofl, call, quality, dont, know, dont, like, call, quality, especially, coming, phone, brilliant, call, quality, sar, value, dont, know, could, absurdly, high, check, gsmarena, spec, scary, really, fast, charging, simply, even, smaller, battery, take, full, two, hour, charge, fully, lolthats, basically, phone, work, lot, people, think, phone, mile, ahead, term, whatever, probably, fruit, logo, back, side, simply, absolutely, ridiculous, amount, time, wasted, trying, simple, thing, never, care, apple, logo, god, know, type, people, care, need, something, much, practical, much, intuitive, wont, drive, bonkers, simple, stuff, yeah, apple, mebest, luckregardssaurav"
4428,5,1,"bought, product, local, apple, authorised, store, feel, using, almost, day, nowthey, say, superior, hardware, like, better, processorcamera, battery, life, additional, feature, like, waterproof, dust, proof, compared, iphone, practically, make, differerence, except, camera, application, run, iphone, iphone, take, time, also, time, copy, file, etc, meaning, superior, hardware, make, difference, compared, predecessorsthis, hardware, etc, selling, point, phone, battery, life, iphone, tooif, upgrading, iphone, iphone, could, worth, upgrading, completely, waste, money, iphone, splus, user, say, wait, iphone"
4429,5,1,"great, phone, performance, look, mind, blowing, drawback, mm, audio, jack, need, carry, usb, typec, mm, otg, adapter, listen, song, eraphones"
4430,5,1,"bought, iphone, th, may, price, got, reduced, rupee, le, week, much, disappointed"
4432,5,1,"best, iphone, ever, used, life, thank, apple"
4434,5,1,heat
4435,5,1,"worst, product, made, apple, matt, black, colour, quality, poor"
4436,4,1,"useless, dont, buy, suck, hate, nokia, asha, instead"
4438,5,1,"water, resistant, apple, claiming, believe, capable"
4439,4,1,overpriced
4440,5,1,"android, phone, better"
4441,5,1,"waste, money"
4442,5,1,"come, people, dont, buy, iphone, currently, priced, k, afford, another, k, buy, iphone, se, gen"
4444,5,1,"everything, great, price, around, k, max, year, old, iphone, apple, wont, give, software, support, year"
4446,4,1,"amazing, phone"
4447,4,1,"prosmy, previous, phone, lost, market, make, police, complaint, still, clue, traceable, idea, trace, itnew, one, phone, think, good, decision, buying, phone, maycamera, quality, little, bit, better, ssound, clarity, goodcharging, little, faster, battery, life, also, betteronly, difference, audio, jackconsbattery, life, still, issue, phoneno, facility, expand, memorybetter, add, one, plastic, casecover, protection, like, mobile, like, oppomany, apps, available, google, store, available, app, storeoverall, happy, phone"
4448,4,1,"apple, selling, low, quality, product, india"
4449,4,1,"bought, phone, wanted, simple, iphone, since, phone, old, model, able, get, full, speed, g, data, connection, getting, android, phone, earlier, one, issue, faced, phone, else, finego, iphone, mini, instead"
3493,1,0,"iphone, getting, overheatno, response, amazon, store, even, replacement, order, givennow, replacement, date, also, passed"
4082,2,0,good
460,1,0,"dont, expect, much, selfie, phone, working, good"
3566,1,0,"buy, iphone, best, iphone, ever, photographes, also, clear, must, buy, awesome, must, buy"
