,Customer_name,Reviewed_date,Ratings,Reviews,Review_title
2945,Ranjana chavan,9 May 2019,4.0 out of 5 stars,  Good phone at a very good price.,
2946,DSM,5 January 2019,5.0 out of 5 stars,  I got this for my wife after her Samsung Galaxy S7 edge conked out. I got it for 36999/- which was great value for money.No problems with the product till date. Greenmobiles sent it super quick and well packaged.,
2947,Krishna,8 March 2019,5.0 out of 5 stars,  I have purchased this mobile from Amazon . And now I m using matte black iPhone 7 since 6 months and its in case since day 1 but still the colour is fading and chipping .,
2948,GAURAV JHAMB,21 August 2019,5.0 out of 5 stars,"  The phone has following problems1. Hearing Issue : Caller or Receiver is not able to hear properly.  Either it is too low or there is disturbance,2. While replying to message on screen , there is problem",
2949,rohit goel,25 January 2019,1.0 out of 5 stars,  Got it for 37k.Worth spending best phone ever used..This has best camera..I have posted some sample,
2950,Sravani challa,6 December 2017,4.0 out of 5 stars,"  When I bought this product, I expected the camera to be better than iPhone 6....but, I couldn't find any significant difference between the pics taken in iPhone 6 and 7. I feel that it's not worth the price...better to buy iPhone 6 itself",
2951,Sanish Naik,12 June 2019,5.0 out of 5 stars,  As expected,
2952,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  fast delivery and got at really cheap price than any stores outsideExcellent performance,
2953,jaywant,29 October 2018,1.0 out of 5 stars,  Go ahead and buy this one out. Clearly a better option over the samsung s8 or any oneplus device. The system is butter smooth and I like the phone pretty much. Even on the era of bezel less ones an i phone clearly stands out.,
2954,Yash saharan,29 April 2018,5.0 out of 5 stars,"  always a good. After all its APPLE.Lags in battery backup, but nice to show off.Even the redmi mid range phone is better than iphone. But you know Iphone is iphone.On a serious node:Its having the greatest camera, very much handy. Awesome memory management. Self compress features. very secure. Best feature in iphone 7 is center button, which is not actually a push button but a touch sensitive.5/5100/100thanks to steve jobs",
2955,Amazon Customer,11 December 2017,5.0 out of 5 stars,"  Product is genuine and original, packaging is poor. Not received warranty from apple.",
2956,PK Singh,6 July 2019,5.0 out of 5 stars,  just amazing. moved from android to iphone.loved the ios ecosystem.took time to adjust but the level speak of it by its own.camera is one of the best in the business and superb performance.no hint of lag and ram management is super.,
2957,Ajay Shukla,27 February 2019,4.0 out of 5 stars,  Amazon! Delivered in time and packing is nice. The phone is buttery smooth and a beast in performance. But still it is expensive.,
2958,Shobha,28 June 2019,4.0 out of 5 stars,  Its cool handy best in camera original product delivered & much more worth in just 45k.,
2959,vikas,3 July 2018,5.0 out of 5 stars,  its a good phone and you will enjoy while using it 👍🏼,
2960,Nanjesh Kumar,21 December 2017,5.0 out of 5 stars,"  Recieved a defective product. Did a complaint against the product, no action taken until now. It has been two days since I registered a complaint with Amazon.",
2961,Amazon Customer,13 December 2018,5.0 out of 5 stars,"  1000% Satisfactory Product, All found original, Quick service, Excellent...... Must buy without any hessitetion......",
2962,Elvira,9 September 2019,5.0 out of 5 stars,  Phone is good but missing portrait mode.Phone is little less value for money .OS is better than android.,
2963,Nikhil,5 September 2018,5.0 out of 5 stars,"  Like everyones i was really scared to invest my money in buying my iphone online, but amazon has stayed perfectly on what it promises for authentication. My phone is doing well its been over two months now since i have purchased it. And i have got it at an amazing discounted price.",
2964,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Received within 24 hours of order. No issue with phone. Import date of June 2017. I ordered with cloudtail just to be safe.,
2965,jaywant,29 October 2018,1.0 out of 5 stars,  First of all thank you amazon for offering iphone at such a great price now upgrading to iOS from android.Earlier than the scheduled delivery 👍Such an incredible design.Appreciate the overall performance of the phone.,
2966,TONY SCARIA,28 October 2019,5.0 out of 5 stars,"  Writing this review with this device. On time delivery and I checked the serial number on apple's website, the product is geniune. Great job, keep up the good work.",
2967,Neelam j.,9 July 2017,5.0 out of 5 stars,  I want to return this product,
2968,Sripada Harish,16 October 2017,4.0 out of 5 stars,  Fantastic Mobile with Fantastic service by Amazon.,
2969,sanjay patel,30 July 2018,1.0 out of 5 stars,  Awesome phone. Awesome battery. I get like 100 calls a day and use heavy internet on mobile. Still battery doesn't drain at the end of the day. I have no use of my power bank now.,
2970,Parikith das,21 March 2019,5.0 out of 5 stars,  Good phone with fast processor speed. Fits into the pocket and is easy to operate.Battery life is good but is limited to just one day. You cannot charge battery and also use headphone at the same time as only one slot is provided for both charging and headphones.,
2971,Sadankumar,6 April 2019,5.0 out of 5 stars,  Decent Phone for 40k (under great Indian sale). Not very extraordinary as expectedBut I didn’t get any cash back from HDFC even though I have done my payment with HDFC debit card.,
2972,sagar,13 August 2019,5.0 out of 5 stars,  The battery is very poor. I have used only watsup app then also with 5 hours it got draied  compltely. While charging also phone gets over heated. I bought this phone 6 month before only. I have showed same to services center but they said there is no issue of battery.,
2973,jagmeet,26 May 2019,5.0 out of 5 stars,  Amazing product. It feels premium in hand when you hold it first time in your hand. And iOS 10 is as amazing as an iPhone. Must buy and worth every paisa.....,
2974, Shrikant  jadhav,24 June 2018,3.0 out of 5 stars,  Although its quite late bubthe I phone which I received already had a name CASHA..  seems like this is ised phone.,
2975,Alok,31 December 2018,1.0 out of 5 stars,"  iPhone 7 is Best smartphone ,iPhone 7 now has the best performance and battery life ever , water resistant, and also stereo speakers.",
2976,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Original product...only that I want..thanks Amazon,
2977,jaywant,29 October 2018,1.0 out of 5 stars,  It worked only for 1 day. And there is no option for exchange from amezon for iPhones. Avoid buying iPhones form online. Same issue happend with my friend also. But he is lucky - it woked for 2  months.,
2978,Kota,6 October 2019,4.0 out of 5 stars,"  Dear team,This is very disappointing that bill which was accompanied with Mobile is not at all readable , I would request you to kindly send copy of bill (readable) at the earliest .",
2979,pabitra,31 July 2019,5.0 out of 5 stars,  i love this phone... great experience with phone as well as amazon. quality and accessories are very cool. and i checked my i phone coverage on iphone coverage official website and all i see is amaon did a great and lovely job with this cell..,
2980,Midhunct,4 July 2017,3.0 out of 5 stars,  Product was genuine and awesome...the phone is extremely fast paowered by A10 processor...Delivery was on time..happy with it...:),
2981,Kapasi,30 January 2019,1.0 out of 5 stars,"  Your browser does not support HTML5 video.


   

Apple iPhone 7 (Rose Gold, 32GB)

   Received defective product.Display not working after 1 day of use.Buyers please don't buy iPhone online.pathetic replacement policy.",
2982,Bejini Benjamin,28 June 2017,5.0 out of 5 stars,  Received Damaged Product With Scratches On It,
2983,Vini,12 March 2019,1.0 out of 5 stars,  It's nice to see IPhone 7 ... it's like butter in stomach. Very excellent .. working as expected,
2984,manish gupta,21 October 2018,5.0 out of 5 stars,  No. of delivery agent provided by amozon Thrice and all were switch off. Completely fedup with this.,
2985,suraj sandhu,5 January 2019,1.0 out of 5 stars,  very nice phone.delivered at right time.,
2986,karuna Gokul,20 June 2017,4.0 out of 5 stars,  In a month  it got a lot of scratches on the screen and less scratches on the back . the phone's screen has alot of scratches what should i do to remove the scratches...,
2987,Amazon Customer,6 January 2019,5.0 out of 5 stars,  Given damaged product.i have been using since 6 months.its stuck some time.And when am using YouTube display shutting down automatically.waste of money.Go to apple show room and buy.Don’t buy in amazon.,
2988,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Perfect... Deliver on time before.Quite happy to shoot with amazon... 😊,
2989,jaywant,29 October 2018,1.0 out of 5 stars,  Got the delivery and surprised to see that camera and Flashlight are not working. Rear camera is not working in camera app and FaceTime. Flashlight doesn't work attached screenshots. Requested for replacement and waiting for Amazon confirmation. Will update once I have further updates.,
2990,Dinesh,8 May 2019,5.0 out of 5 stars,,
2991,Anil kumar Nelakuditi,14 June 2017,5.0 out of 5 stars,  non defective,
2992,Ashish Wahile,19 September 2019,5.0 out of 5 stars,  Truly a great deal by amazon...also the phone is awesome had been ysing since 1 month not a single issue with the phone...way to go Amazon,
2993,mayank,27 October 2017,4.0 out of 5 stars,  Got this from an Amazon re-seller. The screen was malfunctioning upon arrival. After 2 weeks the phone keeps breaking down at 80% battery.This is really bad for a premium brand and the amount of money you ask customers to spend.,
2994,Vamshidhar reddy,4 June 2018,1.0 out of 5 stars,  Product supplied is bad quality as I have got issue when 7 days and as I wrote mail to amazon  but not get any reply planning to file case against  amazon.,
2995,Pratik Shekhar,18 June 2019,5.0 out of 5 stars,  Completely satisfied,
2996,Rajveer Singh,30 January 2019,3.0 out of 5 stars,  Good phone with excellent delivery time from Amazon+got it excellent price as well.,
2997,Madhav,10 December 2018,5.0 out of 5 stars,  Good deal...timely delivery of the productNo words for the phone with a I...,
2998,Sawan Belliappa,10 March 2019,5.0 out of 5 stars,"  No headphone jack, poor battery life, very slow charging.",
2999,Ramana Reddy,29 October 2017,5.0 out of 5 stars,"  Waste of money don't go with this product,Heat issues and poor battery backup, battery gets drain with in 4-5 hrs of use.... Better to move with  other products I bought this just 1 month before..",
3000,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  The Phone I received was defective. I had to go to Service Center immediately to get it repaired,
3001,jaywant,29 October 2018,1.0 out of 5 stars,  i m amazed to have that ..!!!awsm..,
3002,Raghavendra MK,27 March 2018,4.0 out of 5 stars,"  iPhone is Iphone....no commentsIphone 7 at 39,000 .its a good deal",
3003,Sam,26 March 2019,5.0 out of 5 stars,  On time delivery! Comparitevely low price! As it was an fragile item and so was nicely packed! Talking about I7 its just fantastic!  It Worths  buying it! Afterall apple is unbeatable now a days!,
3004,shubhi saxena,8 December 2018,5.0 out of 5 stars,  Item arrived in time and a genuine one. Nothing more to say about Apple devices.,
3005,anoop,7 February 2019,4.0 out of 5 stars,  Got my phone with no bubble wrap packing . Just placed casually in a small cardboard box. Device is genuine and value for money,
3006,Karthikeyan S,30 November 2017,5.0 out of 5 stars,  It's iPhone 7. Better than iPhone 8. Superb fast delivery and best quality,
3007,Amazon Customer,29 October 2018,5.0 out of 5 stars,  Nice,
3008,Nafees Ahmed,18 February 2019,5.0 out of 5 stars,  Not a good phone delivered battery draining very fast and phone getting heaten up,
3009,ankaraopaimi,29 October 2018,5.0 out of 5 stars,  Some undesired vibration near home button. Got to know now almost after a month when one friend realized it. After one year only ringer also stopped working. Battery issues are also there.,
3010,Rajesh Sharma,7 February 2019,5.0 out of 5 stars,"  Delivery was as expected, on time. About the product, we already know its the best offering from Apple currently",
3011,chandan,11 December 2017,5.0 out of 5 stars,  defective item sold me by amazon.. key botton not working.,
3012,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Received iPhone 7 @ 46999 INR with wrong headphones and unsealed... l,
3013,jaywant,29 October 2018,1.0 out of 5 stars,  Awesome... Only the problem is getting heated after continuous use of 2hrs,
3014,Amazon Customer,14 November 2017,5.0 out of 5 stars,  The product was as described and intact.It was an easy exchange for my old phone. Too good service till now.Handset working very well till now.,
3015,akshay,15 April 2018,5.0 out of 5 stars,  Apple is Good but become awesome when delivered by Amazon,
3016,Krishna shah,24 June 2019,5.0 out of 5 stars,"  Much better iteration of the iPhone, for a great price. Fusion chip for better power management, awesome optical image stabilization, great stereo speakers with a clean design.",
3017,R R Patel,30 March 2018,5.0 out of 5 stars,"  Thanks to Rahul the customer care backend employee who the person did his job remarkably, he proved that he is a solution provider not only service provider..",
3018,Amazon Customer,22 October 2017,5.0 out of 5 stars,  Pathetic . A very poor product delivered. Have lots of problem since I bought,
3019,Amazon Customer,15 November 2017,5.0 out of 5 stars,  I have not received earphone with lighting connector in my iPhone 7 32 gb box.,
3020,Dharmender,1 June 2019,5.0 out of 5 stars,  Awesome buy on an awesome deal by Apple and amazon- hurray to online shopping,
3021,Vinod,7 February 2019,3.0 out of 5 stars,  The phone is really good as expected. Got the delivery in less than 24 hours as promised.,
3022,Subham,24 April 2018,5.0 out of 5 stars,"  I hate this product ,within 4 months of purchase it is now a brick phone totally failed .I don't know how the warranty procedure is.RegardsVeeraraj",
3023,aman,26 January 2019,5.0 out of 5 stars,"  Good product as always, apple always wins your heart. Got a great deal (33000 INR, including cashback, discount and exchange offer) from amazon and good dilevery.",
3024,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  working perfectly, had no issues as of now",
3025,jaywant,29 October 2018,1.0 out of 5 stars,  The phone is awesome.Ofcourse it is apple so it proves why he takes so much money.,
3026,Amazon Customer,3 February 2019,5.0 out of 5 stars,  I m taken iphone 7 secound day its giving me problem automatically restart phone and heating mobile,
3027,Amazon Customer,1 November 2017,4.0 out of 5 stars,  Recieved wrong product,
3028,Amazon Customer,26 December 2017,5.0 out of 5 stars,  I don't think so I need to give review for this marvelous smartphone,
3029,sahil,1 February 2019,4.0 out of 5 stars,"  Not a good product, I am facing many time some problem, at present screen looks dull & color changes! I have doubt how online purchased IPhone not looks smart?",
3030,Sahil Saini,7 February 2019,5.0 out of 5 stars,  It had very good experience throughout dealing with amazon for this product and product experience also very good,
3031,Buta,8 April 2019,5.0 out of 5 stars,  Great phone...and quick delivery,
3032,DIPAK KULKARNI,13 December 2017,5.0 out of 5 stars,  The phone n everything is with good quality. but warranty card is not there . Is that order invoice will be consider as warranty card or what?,
3033,Atul,21 August 2017,5.0 out of 5 stars,  Prouct is not as described its partially open and warranty is already activated since march2017......,
3034,Amazon Customer,25 March 2018,4.0 out of 5 stars,"  Awesome phone with great features and attractive colours.,,,",
3035,Subramanya S M,14 October 2017,4.0 out of 5 stars,  Great Mobile. Apple never disappoints us,
3036,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  It's a good deal. Completely happy to have and use this product.,
3037,jaywant,29 October 2018,1.0 out of 5 stars,  Prompt Delivery. Excellent phone.,
3038,Rakesh singh,2 December 2018,5.0 out of 5 stars,  Genuine product,
3039,Ram n.,8 August 2019,5.0 out of 5 stars,  This phone is having problem in speaker. During call it’s very difficult to hear the other person on phone. I want to send it back.,
3040,JAI KISHAN,12 July 2019,1.0 out of 5 stars,  Yet to open the gift as I am gifting it to my husband on his birthday which is on 31st,
3041,Mohd Kamran,20 July 2019,3.0 out of 5 stars,  Wonderful prime service recieved as expected and functioning well,
3042,bhadra,27 September 2017,5.0 out of 5 stars,  I love it so much!!,
3043,Amit Mitter,18 March 2019,5.0 out of 5 stars,  Just great delivery nothing happens to my phone same as i ordered don't think just buy it.,
3044,Mohit Talreja,7 March 2018,4.0 out of 5 stars,  Its a powerful yet gorgeous device. :),
3045,Dilip Jadhav,14 December 2018,5.0 out of 5 stars,  Absolutely jem of a phone .,
3046,rakesh mishra,5 April 2018,1.0 out of 5 stars,"  Received Sealed apple product,had insecure feeling after going through other reviews but believed in Amazon and received original product.Great offer we got",
3047,sunny gupta,24 October 2017,1.0 out of 5 stars,  Delivery was ok and product is running fine too,
3048,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Just superb..,
3049,jaywant,29 October 2018,1.0 out of 5 stars,  Fast shipping and genuine product,
3050,Bhausaheb Bhaskar Gole,7 October 2017,5.0 out of 5 stars,  I received phone before expected delievery time. I dont need to comment on iphone 7 this is a known fact to everyone. Amazing product by Amazon.,
3051,Vijay,26 June 2019,5.0 out of 5 stars,  Delivered fast and the quality of the phone is as expected.,
3052,Lokesh Thakur,23 June 2019,4.0 out of 5 stars,"  The phone charging port is not working i bought it 11 days back , it was a very bad experience buying online i will never do that mistake again",
3053,Krithika Krishnakumar,3 February 2019,5.0 out of 5 stars,  Android phones are much better in terms of UX and features.,
3054,Amazon Customer,16 October 2017,5.0 out of 5 stars,  Timely delivered & all in order.,
3055,sanjay,17 July 2018,5.0 out of 5 stars,  Delivery with in a one day . Good Experience nice phone .,
3056,Amazon Customer,26 June 2017,5.0 out of 5 stars,  Good & Original Product  Delivery Also At on Same time.......Thank You Amazon,
3057,Arvind Pal,22 October 2018,5.0 out of 5 stars,  Made for women and especially perfect gifting product,
3058,jogesh makwana,19 February 2019,5.0 out of 5 stars,  Great product ...........And a very good service from Amazon.,
3059,Mukesh ,27 May 2019,5.0 out of 5 stars,  Charger is not working..to whom I need to contact now Amazon or Apple..I paid not rupees or hundreds..it is absolutely40 thousands.really disappointed,
3060,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Aaaamazing!!!,
3061,jaywant,29 October 2018,1.0 out of 5 stars,  Fake product and used product,
3062,Amazon Customer,14 February 2018,5.0 out of 5 stars,  Got it for good price in. Amazon sale.,
3063,Bhupender,24 October 2017,5.0 out of 5 stars,  If i use internet its to hot as like as lenovo mobile.battery bacukp is not good.also hang prblm.wrost mobile i ever seen.plz frnd don't buy it,
3064,Darpan more,25 October 2017,3.0 out of 5 stars,  Very Happy with Amazon service. Phone came within 2 days of delivery.Phone is excellent and I am fully satisfied.,
3065,Prabhu S.,18 January 2019,4.0 out of 5 stars,  Thank you amazon without you guys it’s not possible to buy i phone seven. So reasonable price and most important that EMI facility. Within a range . And the product is perfect. Touchwood.,
3066,baban yoyo,27 January 2019,5.0 out of 5 stars,  I found it quite good and meeting the expectations of mine. Certainly a value for money product.,
3067,Anwarul Islam Shaikh,15 April 2018,5.0 out of 5 stars,  Happy with the iPhone and purchase experience.,
3068,9849305406,13 November 2017,5.0 out of 5 stars,"  No problems at all, working fine.100% genuine iphone.",
3069,Amazon Customer,15 November 2017,5.0 out of 5 stars,  nice,
3070,Yogeshwar Kawadkar ,29 August 2018,5.0 out of 5 stars,  Awesome product ..same as shown in picture....i loved it earlier we were having iphone6 so i liked it 3D touch.....and new phn too...,
3071,Amazon Customer,30 November 2017,5.0 out of 5 stars,  Worth for money after almost 1 year of usuage ...,
3072,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Great phone go for it,
3073,jaywant,29 October 2018,1.0 out of 5 stars,  Amazing  loving it,
3074,Amazon Customer,6 November 2017,5.0 out of 5 stars,"  When I received a box, it was sealed. Also phone is excellent.....Happy to purchase from Amazon....",
3075,Rohit Thakur,25 December 2018,5.0 out of 5 stars,"  Handset  gets warm without any calls or use, it becomes so much hot that you cant handle it. Also it remains not reachable many times. Please don't buy it from here",
3076,Axis enterprises,25 November 2017,5.0 out of 5 stars,  good pace to buy,
3077,Sakshi,10 January 2019,5.0 out of 5 stars,  Nice Phone,
3078,venkat,8 June 2019,4.0 out of 5 stars,"  Issues in terms of heating up of phone. Dissatisfied with the cable received, lasted only for 2 months. Not sure why this happens when you purchase mobiles online.",
3079,Amazon Customer,2 February 2019,5.0 out of 5 stars,"  Perfect in use , i got what was shown with proper box and accessories. It's a great experience of use",
3080,Amazon Customer,27 September 2017,5.0 out of 5 stars,  As the brand sayThe perfect as its name,
3081,gaurang rane,9 June 2018,5.0 out of 5 stars,  No mobile found inside tha packet or box.hence i was asked to put pancard copy for refund or return.,
3082,Raja Ghosh,18 September 2017,4.0 out of 5 stars,  Mic is not work.,
3083,Vatsal Patel,7 December 2017,5.0 out of 5 stars,  I had purchased this phone in September as a gift but the screen went blank today. Where should I take it to repair.,
3084,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  Love this phone, first time moving to android to iOS. Complete new experience.",
3085,jaywant,29 October 2018,1.0 out of 5 stars,  No downsides .. great operating system. Battery is good. Great phone,
3086,Shweta,21 June 2019,4.0 out of 5 stars,  Battry backup is Too low,
3087,sachin jha,31 May 2018,5.0 out of 5 stars,  speaker of the phone is damaged,
3088,Amazon Customer,25 October 2017,5.0 out of 5 stars,  charging issue has come up,
3089,Haripriya,6 December 2017,5.0 out of 5 stars,"  There is some network problem in the product, it is all good except",
3090,Akash chauhan,24 February 2019,4.0 out of 5 stars,  No,
3091,vikas sharma,22 February 2019,1.0 out of 5 stars,  Amazing amazing amazing phone!This review comes from an Android user who switched to iPhone.,
3092,Chandan naik,13 February 2019,5.0 out of 5 stars,  Longtime dream fulfilled,
3093,YD Soni,11 March 2018,5.0 out of 5 stars,  It’s nice . Battery backup ultimate assalu,
3094,atharva borkar,17 September 2017,3.0 out of 5 stars,  Geniun product thanks amazon,
3095,Amazon Customer,16 March 2019,3.0 out of 5 stars,  Awesome,
3096,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Its been a month using this phone. lt has smooth use experience. it never lags or any kind of performance issue.Worth buying,
3097,jaywant,29 October 2018,1.0 out of 5 stars,  Functionality wise not working properly.Set too has some physical damage too.,
3098,Harsh Jayswal,25 July 2019,5.0 out of 5 stars,  Excellent phone,
3099,Naresh Vasita ,3 April 2019,5.0 out of 5 stars,  I received defective product.AND AMAZON SERVICE TOO POOR,
3100,ravi kukar,14 August 2018,1.0 out of 5 stars,  It's amazing...Got ma iphone7 gold 32 gb a month ago...It's just flawless and a good deal...,
3101,Pareshnath Dan,7 July 2017,5.0 out of 5 stars,  Awesome,
3102,Chirag,1 September 2018,5.0 out of 5 stars,  The the which I got is not good in condition buttons were not working,
3103,Amazon Customer,30 November 2017,5.0 out of 5 stars,  So far so good. Received genuine product in good condition/ packaging.,
3104,Sanjay G,21 November 2018,5.0 out of 5 stars,  This is my first iPhone and its superb..!!,
3105,Pavak,19 May 2018,1.0 out of 5 stars,,
3106,Amazon Customer,30 July 2017,5.0 out of 5 stars,  As expected from APPLE. Fantastic!!,
3107,Riju Riyas,26 February 2019,5.0 out of 5 stars,  My iphone 7 stopped working yesterday all of a sudden and now its not starting at all. Very pathetic experience.,
3108,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Product warranty details are differently mentioned in product description and detailed description.I suggest these should be same.,
3109,jaywant,29 October 2018,1.0 out of 5 stars,  All products Very good,
3110,Akashdeep,8 December 2018,1.0 out of 5 stars,  Pduduct have a manufacturing defect display having white dot when I am booting device,
3111,Dr pranav jogani,28 June 2019,5.0 out of 5 stars,  Headphones are not working...,
3112,LIKHITHYADAV,29 June 2019,4.0 out of 5 stars,"Apple iPhone 7 (Black, 32GB)

Review for Apple IPhone 7 - 32GB - Purchased during the last sale of Amazon at a cost of rs. 39,999 . The cost seemed to be on a higher side initially, however since I have been using Android for last 4-5 years, and already made my mind to move from Android , so I had no choice if I wanted to upgrade. There were two choices Apple 6s and Apple IPhone 7. I chose 7 since this was a higher version with improved processor as compared to 6s.Well, actually IPhone 7 does not need a review, however since I generally review every product I buy from Amazon, this is again the same.Not going much with the Specs, the first thing I noticed is that this phone never hangs as compared to the recent Android Nougat which stands no where in comparision to IOS 11. IOS 11 is much stable than Nougat. IOS used 2 GB ram very effectively which an Android phone with 4 GB Ram also could not use it very optimised. The IPhone can multitask easily, the applications can run in background without affecting the performance of the application which is in foreground. This does not impact the application you are using currently. Well, coming to the delivery, the Amazon Prime delivery was amazing , the phone was delivered within 48 hours of the order. This is so far the most stable phone I have used.1. Not bulky.2. The screen is 4.7 inches, fits easily in your pocket.",
3113,chintan,24 October 2017,4.0 out of 5 stars,  Excellent service by amazon and apple iPhone is outstanding,
3114,Ankit Malik,31 December 2017,4.0 out of 5 stars,"  my wife likes it, so far so good",
3115,Vamsikrishna Mangalampati,24 June 2018,5.0 out of 5 stars,  Authentic product.. prompt delivery,
3116,Amazon Customer,17 August 2018,4.0 out of 5 stars,  Looks like there is a sensor issue with the phone and amazon drops it’s price very often,
3117,Rahul Kumar,19 March 2018,4.0 out of 5 stars,  Delivered not working product,
3118,virendra singh Rathore,19 June 2019,5.0 out of 5 stars,  Original product delivered. Satisfied with the performance.,
3119,surendra kumar ,18 June 2019,5.0 out of 5 stars,  Very good product .... but I didn’t receive the cashback yet...,
3120,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Amazing as always... 👍,
3121,jaywant,29 October 2018,1.0 out of 5 stars,  Awesome phone and gud for the price after the price drop.,
3122,Sudhir Srivastava,12 December 2018,4.0 out of 5 stars,  awesome....got a grt deal tooo....on time delivery...hats off to amazon,
3123,kshitij,26 January 2019,5.0 out of 5 stars,"  i have used previous iphone series,its as expected.nice phone",
3124,zeko m.,29 August 2018,5.0 out of 5 stars,"  Features, Camera is excellent. But the phone vibrates too much when the speaker is on or playing songs or Video.",
3125,Amazon Customer,10 October 2018,5.0 out of 5 stars,  Fluid experienceNice processorBut have a small battery and instead of 2160p oled we get a 720p ips display....,
3126,Armandeep S.,13 August 2017,5.0 out of 5 stars,  Best iphone everBetter 128 & 256 gb,
3127,karthik ramamurthy,10 October 2017,5.0 out of 5 stars,"  There is a crack on the screen, pls get it replaced",
3128,AVINASH JHA,1 November 2018,4.0 out of 5 stars,  This Black colour looks really good in person. Loved it.,
3129,Sri Harish Reddy ,30 June 2018,5.0 out of 5 stars,"  Awesome Deal, Good Product",
3130,Mahender Singh,6 January 2019,5.0 out of 5 stars,  Bill not received either with box or on mailing address,
3131,suraj Kumar,26 March 2019,5.0 out of 5 stars,  Awesome phone,
3132,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Awesome,
3133,jaywant,29 October 2018,1.0 out of 5 stars,  Apple at its best _Value for money_10/10,
3134,Navjeet singh,12 October 2017,5.0 out of 5 stars,  A ₹45000 product with ₹15000 smartphones specs.,
3135,Sharif,13 November 2017,5.0 out of 5 stars,  Good product i am using i7 within one month & not facing any problem. Battery is very gud as compare to previous model iphones.,
3136,Arpit shah,15 February 2019,5.0 out of 5 stars,  Nice phone for 50k...Great Deal...,
3137,Indradipsinh Rajput,14 February 2019,5.0 out of 5 stars,  nice cover having a protected phone feeling now,
3138,Ravi KUMAR,30 November 2017,5.0 out of 5 stars,  The phone was timely provided by amazon in a good no emi offer.I am lovjng the phone and its working.,
3139,Amazon Customer,15 January 2019,5.0 out of 5 stars,  good,
3140,BANI KANTA DAS,15 December 2018,5.0 out of 5 stars,  Great product. As expected from Apple. Perfect delivery by Amazon.Apple user since 4 years.,
3141,lubshad,25 October 2017,5.0 out of 5 stars,"  Working flawlessly and it's simply amazing, thanks to Apple and Amazon for offering this experience.",
3142,Vinod Kumar,5 December 2018,5.0 out of 5 stars,  The jutting out of camera lens & sidebuttons  are negatives,
3143,MUSTUFA CHARANIA,23 June 2018,5.0 out of 5 stars,  🍎 🍎 are always the same,
3144,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  Awesome Phone. Slim body, awesome screen, camera superb, touch is awesome, battery is better than SE",
3145,jaywant,29 October 2018,1.0 out of 5 stars,  Good service .Good product.,
3146,Manigandan,30 December 2018,5.0 out of 5 stars,  A NICE PREMIUM PHN,
3147,Music,4 July 2018,4.0 out of 5 stars,  2016 flagship phone.Till now the best..i fall in love with its camera and snappiness.,
3148,Varun kumar jha,26 October 2017,1.0 out of 5 stars,  Not very good,
3149,Amazon Customer,10 October 2017,5.0 out of 5 stars,  Something is wrong with the camera at night ...it's blurr please help me exchange it,
3150,Sandeep Kumar,31 May 2018,5.0 out of 5 stars,  I love it,
3151,Mohan,7 November 2018,4.0 out of 5 stars,  Amazing....,
3152,Pavan,23 September 2017,4.0 out of 5 stars,  Excellent phone.,
3153,Sumit P.,18 July 2017,5.0 out of 5 stars,  Good,
3154,Priyanka Sharma,4 November 2017,5.0 out of 5 stars,  Nothing say about as u all know its a iphoneJust check out some clicks .,
3155,Amazon Customer,22 March 2018,5.0 out of 5 stars,  Excellent delivery...and got genuine product...the amazon,
3156,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Product was delivered on time and everything acessories and phone all are good.,
3157,jaywant,29 October 2018,1.0 out of 5 stars,  M getting the charging problem the mobile takes 4  to 5 hours to get fully charge plz help me what can i do?,
3158,Kartik,25 May 2018,5.0 out of 5 stars,  Delivery as promised. Genuine product.,
3159,Rahul Raj,1 March 2019,4.0 out of 5 stars,  Its good very nice product,
3160,Khursheed khan,23 October 2017,5.0 out of 5 stars,  New and original productTrusted vendor,
3161,loknath p.,14 September 2018,2.0 out of 5 stars,  Fine product,
3162,Sandeep malpotra,1 March 2018,5.0 out of 5 stars,"  This is my first purchase of an apple device and I will just say one  thing ""simply awsome""",
3163,Amazon Customer,16 June 2018,4.0 out of 5 stars,  Very satisfying,
3164,Shahid Ahmed,29 October 2017,5.0 out of 5 stars,  Owsam product by apple i got tuday,
3165,Rohit Dixit,18 July 2017,5.0 out of 5 stars,  Too good!,
3166,nisha,14 January 2018,5.0 out of 5 stars,  It is I phone 7 . No comment required.,
